route name,olon,olat,dlon,dlat,country_dep,country_arr
"Vietnam-China, Cai Mep–Thi Vai - Shenzhen",107.03,10.52,113.8979,22.5618,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Guangzhou",107.03,10.52,113.5596,23.101,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Qingdao",107.03,10.52,120.3203,36.1069,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Tianjin",107.03,10.52,117.7339,38.9708,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Dalian",107.03,10.52,121.6167,38.9333,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Xiamen",107.03,10.52,118.0648,24.4458,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Lianyungang",107.03,10.52,119.5292,34.7306,Vietnam,China
"Vietnam-China, Cai Mep–Thi Vai - Yingkou",107.03,10.52,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Cai Mep–Thi Vai - Durban",107.03,10.52,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Cape Town",107.03,10.52,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Port Elizabeth",107.03,10.52,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Richards Bay",107.03,10.52,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Mossel Bay",107.03,10.52,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - East London",107.03,10.52,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Ngqura",107.03,10.52,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Cai Mep–Thi Vai - Port Nolloth",107.03,10.52,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Hai Phong - Busan",106.6833,20.85,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Hai Phong - Gwangyang",106.6833,20.85,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Hai Phong - Incheon",106.6833,20.85,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Hai Phong - Mokpo",106.6833,20.85,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Hai Phong - Ulsan",106.6833,20.85,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Hai Phong - Yeosu",106.6833,20.85,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Hai Phong - Sydney",106.6833,20.85,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Melbourne",106.6833,20.85,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Brisbane",106.6833,20.85,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Fremantle",106.6833,20.85,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Port Hedland",106.6833,20.85,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Darwin",106.6833,20.85,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Adelaide",106.6833,20.85,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Hai Phong - Newcastle",106.6833,20.85,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Hai Phong - Shanghai",106.6833,20.85,121.489,31.4064,Vietnam,China
"Vietnam-China, Hai Phong - Ningbo-Zhoushan",106.6833,20.85,121.8107,29.9346,Vietnam,China
"Vietnam-China, Hai Phong - Shenzhen",106.6833,20.85,113.8979,22.5618,Vietnam,China
"Vietnam-China, Hai Phong - Guangzhou",106.6833,20.85,113.5596,23.101,Vietnam,China
"Vietnam-China, Hai Phong - Qingdao",106.6833,20.85,120.3203,36.1069,Vietnam,China
"Vietnam-China, Hai Phong - Tianjin",106.6833,20.85,117.7339,38.9708,Vietnam,China
"Vietnam-China, Hai Phong - Dalian",106.6833,20.85,121.6167,38.9333,Vietnam,China
"Vietnam-China, Hai Phong - Xiamen",106.6833,20.85,118.0648,24.4458,Vietnam,China
"Vietnam-China, Hai Phong - Lianyungang",106.6833,20.85,119.5292,34.7306,Vietnam,China
"Vietnam-China, Hai Phong - Yingkou",106.6833,20.85,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Hai Phong - Durban",106.6833,20.85,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Cape Town",106.6833,20.85,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Port Elizabeth",106.6833,20.85,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Richards Bay",106.6833,20.85,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Mossel Bay",106.6833,20.85,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - East London",106.6833,20.85,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Ngqura",106.6833,20.85,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Hai Phong - Port Nolloth",106.6833,20.85,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Cam Pha - Busan",107.3,21.0167,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Cam Pha - Gwangyang",107.3,21.0167,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Cam Pha - Incheon",107.3,21.0167,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Cam Pha - Mokpo",107.3,21.0167,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Cam Pha - Ulsan",107.3,21.0167,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Cam Pha - Yeosu",107.3,21.0167,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Cam Pha - Sydney",107.3,21.0167,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Melbourne",107.3,21.0167,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Brisbane",107.3,21.0167,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Fremantle",107.3,21.0167,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Port Hedland",107.3,21.0167,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Darwin",107.3,21.0167,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Adelaide",107.3,21.0167,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Cam Pha - Newcastle",107.3,21.0167,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Cam Pha - Shanghai",107.3,21.0167,121.489,31.4064,Vietnam,China
"Vietnam-China, Cam Pha - Ningbo-Zhoushan",107.3,21.0167,121.8107,29.9346,Vietnam,China
"Vietnam-China, Cam Pha - Shenzhen",107.3,21.0167,113.8979,22.5618,Vietnam,China
"Vietnam-China, Cam Pha - Guangzhou",107.3,21.0167,113.5596,23.101,Vietnam,China
"Vietnam-China, Cam Pha - Qingdao",107.3,21.0167,120.3203,36.1069,Vietnam,China
"Vietnam-China, Cam Pha - Tianjin",107.3,21.0167,117.7339,38.9708,Vietnam,China
"Vietnam-China, Cam Pha - Dalian",107.3,21.0167,121.6167,38.9333,Vietnam,China
"Vietnam-China, Cam Pha - Xiamen",107.3,21.0167,118.0648,24.4458,Vietnam,China
"Vietnam-China, Cam Pha - Lianyungang",107.3,21.0167,119.5292,34.7306,Vietnam,China
"Vietnam-China, Cam Pha - Yingkou",107.3,21.0167,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Cam Pha - Durban",107.3,21.0167,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Cape Town",107.3,21.0167,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Port Elizabeth",107.3,21.0167,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Richards Bay",107.3,21.0167,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Mossel Bay",107.3,21.0167,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - East London",107.3,21.0167,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Ngqura",107.3,21.0167,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Cam Pha - Port Nolloth",107.3,21.0167,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Da Nang - Busan",108.2333,16.0833,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Da Nang - Gwangyang",108.2333,16.0833,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Da Nang - Incheon",108.2333,16.0833,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Da Nang - Mokpo",108.2333,16.0833,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Da Nang - Ulsan",108.2333,16.0833,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Da Nang - Yeosu",108.2333,16.0833,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Da Nang - Sydney",108.2333,16.0833,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Da Nang - Melbourne",108.2333,16.0833,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Da Nang - Brisbane",108.2333,16.0833,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Da Nang - Fremantle",108.2333,16.0833,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Da Nang - Port Hedland",108.2333,16.0833,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Da Nang - Darwin",108.2333,16.0833,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Da Nang - Adelaide",108.2333,16.0833,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Da Nang - Newcastle",108.2333,16.0833,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Da Nang - Shanghai",108.2333,16.0833,121.489,31.4064,Vietnam,China
"Vietnam-China, Da Nang - Ningbo-Zhoushan",108.2333,16.0833,121.8107,29.9346,Vietnam,China
"Vietnam-China, Da Nang - Shenzhen",108.2333,16.0833,113.8979,22.5618,Vietnam,China
"Vietnam-China, Da Nang - Guangzhou",108.2333,16.0833,113.5596,23.101,Vietnam,China
"Vietnam-China, Da Nang - Qingdao",108.2333,16.0833,120.3203,36.1069,Vietnam,China
"Vietnam-China, Da Nang - Tianjin",108.2333,16.0833,117.7339,38.9708,Vietnam,China
"Vietnam-China, Da Nang - Dalian",108.2333,16.0833,121.6167,38.9333,Vietnam,China
"Vietnam-China, Da Nang - Xiamen",108.2333,16.0833,118.0648,24.4458,Vietnam,China
"Vietnam-China, Da Nang - Lianyungang",108.2333,16.0833,119.5292,34.7306,Vietnam,China
"Vietnam-China, Da Nang - Yingkou",108.2333,16.0833,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Da Nang - Durban",108.2333,16.0833,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Cape Town",108.2333,16.0833,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Port Elizabeth",108.2333,16.0833,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Richards Bay",108.2333,16.0833,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Mossel Bay",108.2333,16.0833,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - East London",108.2333,16.0833,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Ngqura",108.2333,16.0833,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Da Nang - Port Nolloth",108.2333,16.0833,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Quy Nhon - Busan",109.2333,13.7667,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Quy Nhon - Gwangyang",109.2333,13.7667,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Quy Nhon - Incheon",109.2333,13.7667,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Quy Nhon - Mokpo",109.2333,13.7667,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Quy Nhon - Ulsan",109.2333,13.7667,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Quy Nhon - Yeosu",109.2333,13.7667,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Quy Nhon - Sydney",109.2333,13.7667,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Melbourne",109.2333,13.7667,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Brisbane",109.2333,13.7667,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Fremantle",109.2333,13.7667,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Port Hedland",109.2333,13.7667,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Darwin",109.2333,13.7667,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Adelaide",109.2333,13.7667,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Quy Nhon - Newcastle",109.2333,13.7667,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Quy Nhon - Shanghai",109.2333,13.7667,121.489,31.4064,Vietnam,China
"Vietnam-China, Quy Nhon - Ningbo-Zhoushan",109.2333,13.7667,121.8107,29.9346,Vietnam,China
"Vietnam-China, Quy Nhon - Shenzhen",109.2333,13.7667,113.8979,22.5618,Vietnam,China
"Vietnam-China, Quy Nhon - Guangzhou",109.2333,13.7667,113.5596,23.101,Vietnam,China
"Vietnam-China, Quy Nhon - Qingdao",109.2333,13.7667,120.3203,36.1069,Vietnam,China
"Vietnam-China, Quy Nhon - Tianjin",109.2333,13.7667,117.7339,38.9708,Vietnam,China
"Vietnam-China, Quy Nhon - Dalian",109.2333,13.7667,121.6167,38.9333,Vietnam,China
"Vietnam-China, Quy Nhon - Xiamen",109.2333,13.7667,118.0648,24.4458,Vietnam,China
"Vietnam-China, Quy Nhon - Lianyungang",109.2333,13.7667,119.5292,34.7306,Vietnam,China
"Vietnam-China, Quy Nhon - Yingkou",109.2333,13.7667,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Quy Nhon - Durban",109.2333,13.7667,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Cape Town",109.2333,13.7667,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Port Elizabeth",109.2333,13.7667,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Richards Bay",109.2333,13.7667,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Mossel Bay",109.2333,13.7667,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - East London",109.2333,13.7667,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Ngqura",109.2333,13.7667,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Quy Nhon - Port Nolloth",109.2333,13.7667,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Nha Trang - Busan",109.1958,12.25,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Nha Trang - Gwangyang",109.1958,12.25,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Nha Trang - Incheon",109.1958,12.25,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Nha Trang - Mokpo",109.1958,12.25,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Nha Trang - Ulsan",109.1958,12.25,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Nha Trang - Yeosu",109.1958,12.25,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Nha Trang - Sydney",109.1958,12.25,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Melbourne",109.1958,12.25,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Brisbane",109.1958,12.25,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Fremantle",109.1958,12.25,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Port Hedland",109.1958,12.25,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Darwin",109.1958,12.25,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Adelaide",109.1958,12.25,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Nha Trang - Newcastle",109.1958,12.25,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Nha Trang - Shanghai",109.1958,12.25,121.489,31.4064,Vietnam,China
"Vietnam-China, Nha Trang - Ningbo-Zhoushan",109.1958,12.25,121.8107,29.9346,Vietnam,China
"Vietnam-China, Nha Trang - Shenzhen",109.1958,12.25,113.8979,22.5618,Vietnam,China
"Vietnam-China, Nha Trang - Guangzhou",109.1958,12.25,113.5596,23.101,Vietnam,China
"Vietnam-China, Nha Trang - Qingdao",109.1958,12.25,120.3203,36.1069,Vietnam,China
"Vietnam-China, Nha Trang - Tianjin",109.1958,12.25,117.7339,38.9708,Vietnam,China
"Vietnam-China, Nha Trang - Dalian",109.1958,12.25,121.6167,38.9333,Vietnam,China
"Vietnam-China, Nha Trang - Xiamen",109.1958,12.25,118.0648,24.4458,Vietnam,China
"Vietnam-China, Nha Trang - Lianyungang",109.1958,12.25,119.5292,34.7306,Vietnam,China
"Vietnam-China, Nha Trang - Yingkou",109.1958,12.25,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Nha Trang - Durban",109.1958,12.25,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Cape Town",109.1958,12.25,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Port Elizabeth",109.1958,12.25,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Richards Bay",109.1958,12.25,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Mossel Bay",109.1958,12.25,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - East London",109.1958,12.25,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Ngqura",109.1958,12.25,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Nha Trang - Port Nolloth",109.1958,12.25,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Can Tho - Busan",105.7689,10.031,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Can Tho - Gwangyang",105.7689,10.031,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Can Tho - Incheon",105.7689,10.031,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Can Tho - Mokpo",105.7689,10.031,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Can Tho - Ulsan",105.7689,10.031,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Can Tho - Yeosu",105.7689,10.031,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Can Tho - Sydney",105.7689,10.031,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Can Tho - Melbourne",105.7689,10.031,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Can Tho - Brisbane",105.7689,10.031,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Can Tho - Fremantle",105.7689,10.031,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Can Tho - Port Hedland",105.7689,10.031,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Can Tho - Darwin",105.7689,10.031,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Can Tho - Adelaide",105.7689,10.031,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Can Tho - Newcastle",105.7689,10.031,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Can Tho - Shanghai",105.7689,10.031,121.489,31.4064,Vietnam,China
"Vietnam-China, Can Tho - Ningbo-Zhoushan",105.7689,10.031,121.8107,29.9346,Vietnam,China
"Vietnam-China, Can Tho - Shenzhen",105.7689,10.031,113.8979,22.5618,Vietnam,China
"Vietnam-China, Can Tho - Guangzhou",105.7689,10.031,113.5596,23.101,Vietnam,China
"Vietnam-China, Can Tho - Qingdao",105.7689,10.031,120.3203,36.1069,Vietnam,China
"Vietnam-China, Can Tho - Tianjin",105.7689,10.031,117.7339,38.9708,Vietnam,China
"Vietnam-China, Can Tho - Dalian",105.7689,10.031,121.6167,38.9333,Vietnam,China
"Vietnam-China, Can Tho - Xiamen",105.7689,10.031,118.0648,24.4458,Vietnam,China
"Vietnam-China, Can Tho - Lianyungang",105.7689,10.031,119.5292,34.7306,Vietnam,China
"Vietnam-China, Can Tho - Yingkou",105.7689,10.031,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Can Tho - Durban",105.7689,10.031,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Cape Town",105.7689,10.031,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Port Elizabeth",105.7689,10.031,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Richards Bay",105.7689,10.031,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Mossel Bay",105.7689,10.031,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - East London",105.7689,10.031,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Ngqura",105.7689,10.031,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Can Tho - Port Nolloth",105.7689,10.031,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Vung Tau - Busan",107.085,10.3531,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Vung Tau - Gwangyang",107.085,10.3531,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Vung Tau - Incheon",107.085,10.3531,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Vung Tau - Mokpo",107.085,10.3531,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Vung Tau - Ulsan",107.085,10.3531,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Vung Tau - Yeosu",107.085,10.3531,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Vung Tau - Sydney",107.085,10.3531,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Melbourne",107.085,10.3531,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Brisbane",107.085,10.3531,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Fremantle",107.085,10.3531,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Port Hedland",107.085,10.3531,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Darwin",107.085,10.3531,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Adelaide",107.085,10.3531,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Vung Tau - Newcastle",107.085,10.3531,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Vung Tau - Shanghai",107.085,10.3531,121.489,31.4064,Vietnam,China
"Vietnam-China, Vung Tau - Ningbo-Zhoushan",107.085,10.3531,121.8107,29.9346,Vietnam,China
"Vietnam-China, Vung Tau - Shenzhen",107.085,10.3531,113.8979,22.5618,Vietnam,China
"Vietnam-China, Vung Tau - Guangzhou",107.085,10.3531,113.5596,23.101,Vietnam,China
"Vietnam-China, Vung Tau - Qingdao",107.085,10.3531,120.3203,36.1069,Vietnam,China
"Vietnam-China, Vung Tau - Tianjin",107.085,10.3531,117.7339,38.9708,Vietnam,China
"Vietnam-China, Vung Tau - Dalian",107.085,10.3531,121.6167,38.9333,Vietnam,China
"Vietnam-China, Vung Tau - Xiamen",107.085,10.3531,118.0648,24.4458,Vietnam,China
"Vietnam-China, Vung Tau - Lianyungang",107.085,10.3531,119.5292,34.7306,Vietnam,China
"Vietnam-China, Vung Tau - Yingkou",107.085,10.3531,122.2352,40.671,Vietnam,China
"Vietnam-SAFR, Vung Tau - Durban",107.085,10.3531,31.0218,-29.8719,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Cape Town",107.085,10.3531,18.435,-33.918,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Port Elizabeth",107.085,10.3531,25.6022,-33.917,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Richards Bay",107.085,10.3531,32.0377,-28.783,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Mossel Bay",107.085,10.3531,22.146,-34.1809,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - East London",107.085,10.3531,27.9116,-33.0176,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Ngqura",107.085,10.3531,25.688,-33.795,Vietnam,SAFR
"Vietnam-SAFR, Vung Tau - Port Nolloth",107.085,10.3531,16.861,-29.2402,Vietnam,SAFR
"Vietnam-South Korea, Phu My - Busan",107.0232,10.5087,129.0403,35.1028,Vietnam,South Korea
"Vietnam-South Korea, Phu My - Gwangyang",107.0232,10.5087,127.7667,34.9167,Vietnam,South Korea
"Vietnam-South Korea, Phu My - Incheon",107.0232,10.5087,126.6166,37.4489,Vietnam,South Korea
"Vietnam-South Korea, Phu My - Mokpo",107.0232,10.5087,126.3886,34.7936,Vietnam,South Korea
"Vietnam-South Korea, Phu My - Ulsan",107.0232,10.5087,129.3722,35.5194,Vietnam,South Korea
"Vietnam-South Korea, Phu My - Yeosu",107.0232,10.5087,127.7383,34.7541,Vietnam,South Korea
"Vietnam-Australia, Phu My - Sydney",107.0232,10.5087,151.2093,-33.8587,Vietnam,Australia
"Vietnam-Australia, Phu My - Melbourne",107.0232,10.5087,144.9633,-37.8141,Vietnam,Australia
"Vietnam-Australia, Phu My - Brisbane",107.0232,10.5087,153.1175,-27.3842,Vietnam,Australia
"Vietnam-Australia, Phu My - Fremantle",107.0232,10.5087,115.7481,-32.0525,Vietnam,Australia
"Vietnam-Australia, Phu My - Port Hedland",107.0232,10.5087,118.574,-20.32,Vietnam,Australia
"Vietnam-Australia, Phu My - Darwin",107.0232,10.5087,130.8456,-12.4634,Vietnam,Australia
"Vietnam-Australia, Phu My - Adelaide",107.0232,10.5087,138.5056,-34.8444,Vietnam,Australia
"Vietnam-Australia, Phu My - Newcastle",107.0232,10.5087,151.7817,-32.9267,Vietnam,Australia
"Vietnam-China, Phu My - Shanghai",107.0232,10.5087,121.489,31.4064,Vietnam,China
"Vietnam-China, Phu My - Ningbo-Zhoushan",107.0232,10.5087,121.8107,29.9346,Vietnam,China
"Vietnam-China, Phu My - Shenzhen",107.0232,10.5087,113.8979,22.5618,Vietnam,China
"Vietnam-China, Phu My - Guangzhou",107.0232,10.5087,113.5596,23.101,Vietnam,China
"Vietnam-China, Phu My - Qingdao",107.0232,10.5087,120.3203,36.1069,Vietnam,China
"Vietnam-China, Phu My - Tianjin",107.0232,10.5087,117.7339,38.9708,Vietnam,China
"Vietnam-China, Phu My - Dalian",107.0232,10.5087,121.6167,38.9333,Vietnam,China
"Vietnam-China, Phu My - Xiamen",107.0232,10.5087,118.0648,24.4458,Vietnam,China
